From,Subject,Body,X-FileName,IsPhishing 
The 53rd  Treasury Management '2007 <technical-department_refnum-25kpd@53.com>,The 53rd Bank Business Banking - Login Authorization,"{'2007': 1, '53': 4, '53rd': 2, 'apologize': 1, 'authorization': 1, 'bank': 3, 'busconfirm': 1, 'business': 1, 'caused': 1, 'client': 1, 'clients': 1, 'com': 1, 'commercial': 2, 'copyright': 1, 'dear': 1, 'department': 1, 'direct': 1, 'directives': 1, 'does': 1, 'followed': 1, 'grateful': 1, 'help': 1, 'http': 1, 'ignore': 1, 'image': 1, 'inconveniences': 1, 'link': 1, 'login': 1, 'mailed': 1, 'maintenance': 1, 'management': 2, 'newwcm': 1, 'notice': 1, 'planned': 1, 'portal4125866k': 1, 'portal64867e': 1, 'procedure': 1, 'rd': 3, 'reserved': 1, 'rights': 1, 'running': 1, 'service': 1, 'start': 1, 'treasury': 3, 'upgrade': 1, 'usa': 2, 'user': 2, 'verify': 1, 'visiting': 1, 'www': 1}",None,1
Capital One <servicecenter@capitalone.us>,Capital One Unauthorized access to processing centre detected,None,None,1
"""service@paypal.com"" <service@paypal.com>",Limited Account Access Appeal Denied,None,None,1
Ebay <aw-confirm@ebay.com>,eBay Unpaid Item Mutual Agreement for Item #2070651641 - Response Required,None,None,1
Ebay <aw-confirm@ebay.com>,eBay Unpaid Item Mutual Agreement for Item #2070651641 - Response Required,None,None,1
WellsFargo <email@update-wellsfargo.com>,Please update your Wells Fargo account,None,None,1
eBay <aw-confirm@eBay.com>,eBay Bid Change Notice - Item,None,None,1
"""service@paypal.com"" <service@paypal.com>",Limited Account Access Appeal Denied,None,None,1
WaMu <wamu@email-wamucards.com>,WaMu Communication Ref-380875540,None,None,1
"""paypal.com"" <service@paypal.com>",Unauthorized access to your PayPal account!,None,None,1
"""paypal.com"" <service@paypal.com>",Unauthorized access to your PayPal account!,None,None,1
BB&T Customer Service <businessservice.refGM1316327I.cm@bbt.com>,Urgent Security Notification For Client! (message id: GP5860382068E),None,None,1
WellsFargo <email@update-wellsfargo.com>,AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT,None,None,1
eBay <message@ebay.com>,Question from cme_radio_merchant.,None,None,1
"""service@paypal.com"" <service@paypal.com>",You have added a new e-mail address,None,None,1
eBay <member@eBay.com>,Question from eBay Member- Respond now!,None,None,1
"""service@paypal.com"" <service@paypal.com>",You have added a new e-mail address,None,None,1
AntiFraud,Attention all online-banking users!,"{'6th': 1, 'accounts': 1, 'antifraud': 2, 'attack': 1, 'australia': 1, 'australian': 1, 'bank': 1, 'banking': 3, 'banks': 1, 'bendigo': 1, 'best': 1, 'boq': 1, 'cards': 1, 'carefull': 1, 'com': 2, 'common': 1, 'credit': 1, 'dear': 1, 'extremely': 1, 'follow': 1, 'hacker': 1, 'http': 1, 'information': 1, 'link': 1, 'national': 1, 'note': 1, 'online': 3, 'popular': 1, 'regards': 1, 'service': 2, 'situation': 1, 'suspended': 1, 'user': 1, 'vigorous': 1, 'websites': 1, 'www': 1}",None,1
AntiFraud <Nannie@chronoexpres.com>,Hacker attack on the websites Australian banks!,"{'6th': 1, 'accounts': 1, 'antifraud': 2, 'attack': 1, 'australia': 1, 'australian': 1, 'bank': 1, 'banking': 3, 'banks': 1, 'bendigo': 1, 'best': 1, 'boq': 1, 'cards': 1, 'carefull': 1, 'com': 2, 'common': 1, 'credit': 1, 'dear': 1, 'extremely': 1, 'follow': 1, 'hacker': 1, 'http': 1, 'information': 1, 'link': 1, 'national': 1, 'note': 1, 'online': 3, 'popular': 1, 'regards': 1, 'service': 2, 'situation': 1, 'suspended': 1, 'user': 1, 'vigorous': 1, 'websites': 1, 'www': 1}",None,1
Ebay <aw-confirm@ebay.com>,Question about payment for item: #4653560658 2003 Suzuki	Quadsport Z400 ATV,None,None,1
eBay <Security@ebay.com>,Your eBay Account Has Been Placed On-hold Action Required,None,None,1
eBay <listing@ebay.com>,eBay Listing Confirmed NOKIA N95 & NOKIA E90 (NEW AND UNLOCKED) (260109050473),None,None,1
eBay <listing@ebay.com>,eBay Listing Confirmed NOKIA N95 & NOKIA E90 (NEW AND UNLOCKED) (260109050473),None,None,1
Wells Fargo <department@email-wellsfargo.com>,AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT,None,None,1
Ebay <aw-confirm@ebay.com>,Question about payment for item: #4653560658 2003 Suzuki Quadsport Z400 ATV,None,None,1
"""ebay. member"" <aw-tech@ebay.com>",>Question for item #250026510836 - Respond Now<,None,None,1
eBay <message@ebay.com>,Question from cme_radio_merchant,None,None,1
eBay <member@eBay.com>,Question from eBay Member- Respond now!,None,None,1
"""PayPal Inc."" <confirms53592@filserver.ahinfo.ch>",your paypal account user@example.com need to be updated!,None,None,1
Paypal <service@paypal.com>,Your Account Will Be Suspended,"{'003399': 1, '003b6f': 8, '01': 1, '023562': 1, '06': 1, '10': 4, '100': 1, '118': 1, '134': 3, '147': 1, '161': 1, '168': 1, '18': 1, '20': 1, '200': 2, '2007': 1, '201': 1, '22': 2, '2211': 1, '230': 1, '248': 1, '40': 1, '400': 1, '415': 2, '42': 1, '50': 1, '600': 4, '636363': 1, '95': 1, '95131': 1, '99': 1, '_login': 1, 'accept': 1, 'accessed': 1, 'account': 6, 'address': 1, 'alerts': 2, 'align': 5, 'alt': 11, 'arial': 10, 'attempt': 1, 'attempts': 1, 'authorization': 1, 'automated': 1, 'background': 3, 'begin': 4, 'believe': 1, 'bgcolor': 2, 'bin': 1, 'body': 2, 'border': 11, 'br': 16, 'brands': 1, 'built': 1, 'ca': 1, 'cellpadding': 8, 'cellspacing': 8, 'cgi': 1, 'choice': 1, 'choose': 1, 'click': 1, 'cmd': 1, 'color': 10, 'colspan': 4, 'column': 4, 'com': 25, 'consumer': 1, 'content': 2, 'copyright': 1, 'credit': 2, 'customer': 1, 'designated': 1, 'detect': 1, 'doctype': 1, 'dtd': 1, 'ededed': 1, 'email': 10, 'email_dottedline_147w1h': 1, 'email_dottedline_2w1h': 2, 'email_dottedline_415w1h': 1, 'email_paypalprivacy_415w42h': 1, 'email_paypalprotects_118w18h': 1, 'email_paypalresources_134w22h': 1, 'email_paysafe_600w161h': 1, 'email_tip_134w22h': 1, 'en': 1, 'en_us': 24, 'end': 6, 'equifax': 1, 'face': 14, 'financial': 1, 'follow': 1, 'font': 28, 'footer': 1, 'foreign': 1, 'forgot': 1, 'free': 2, 'gif': 23, 'greeting': 1, 'head': 2, 'height': 21, 'hello': 1, 'helvetica': 10, 'holder': 1, 'href': 1, 'html': 6, 'http': 25, 'https': 1, 'identity': 2, 'ignore': 1, 'img': 21, 'information': 1, 'initiated': 1, 'instructions': 1, 'ip': 1, 'jose': 1, 'jpg': 1, 'learn': 1, 'leave': 1, 'left': 7, 'link': 1, 'located': 1, 'log': 3, 'logo': 1, 'masthead': 2, 'new': 1, 'noticed': 1, 'owners': 1, 'party': 1, 'password': 1, 'paypal': 21, 'paypal_logo': 1, 'paypalobjects': 17, 'pixel': 14, 'potential': 1, 'privacy': 1, 'property': 1, 'protect': 1, 'public': 1, 'reason': 1, 'recently': 2, 'request': 1, 'reserved': 1, 'resources': 1, 'respective': 1, 'right': 2, 'rightful': 1, 'rights': 1, 'san': 1, 'sans': 10, 'scr': 14, 'serif': 10, 'sharing': 1, 'shop': 1, 'simple': 1, 'size': 14, 'spacers': 1, 'src': 21, 'st': 1, 'stores': 1, 'strong': 8, 'suspend': 1, 'table': 17, 'td': 48, 'temporarily': 1, 'theft': 1, 'tip': 1, 'title': 2, 'tr': 34, 'trademarks': 1, 'transitional': 1, 'traveling': 1, 'unusual': 1, 'updated': 1, 'use': 1, 'used': 1, 'valign': 1, 'verdana': 14, 'w3c': 1, 'way': 1, 'ways': 1, 'webscr': 1, 'width': 27, 'www': 25}",None,1
BB&T Customer Service <clientcare.ref3035651571170.cm@bbt.com>,Service Message From BB&T!,None,None,1
Poste Italiane <servizio@poste.it>,Nuovi servizi online di Poste.it sono disponibili !,None,None,1
Wells Fargo <department@email-wellsfargo.com>,AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT,None,None,1
"""ebay.member"" <member.ebay@ebay.com>",Question for item #250026510836 - Respond Now,None,None,1
BancoPosta <info@poste.it>,Poste.it chiede il vostro contributo !,None,None,1
"""service@paypal.com"" <service@paypal.com>",Limited Account Access Appeal Denied,None,None,1
Bank Of America <Security@bankofamerica.com>,Your Online Banking is Blocked,None,None,1
BB&T <clientservice.refQ593752942.cm@bbt.com>,important account notification! (message id: ps12426195xv),None,None,1
eBay PowerSellers <eBay@poseller.com>,Congratulations!You're a PowerSeller.Get your PowerSeller benefits now !,None,None,1
E*TRADE Financial <customerssupport_706517fx@etrade.com>,E*TRADE Financial: URGENT NOTICE FROM BILLING DEPARTMENT,None,None,1
"""ebay. member."" <aw-member@ebay.com>",>Question for item #250026510836 - Respond Now<,None,None,1
"""service@paypal.com"" <service@paypal.com>",You have added a new e-mail address,None,None,1
National City <corporateservice.refAH09777864XR.cm@nationalcity.com>,National City: confirm your information!,None,None,1
eBay <message@ebay.com>,Question about Item -- Respond Now ,None,None,1
BB&T Customer Service <businessclients.refR72583709125K.cm@bbt.com>,BB&T Customer Service: Urgent Security Notice! (message id: tp6111792476),None,None,1
PayPal On-Line Services <service@paypal.com>,PayPal Case #PP3261 Account Access Limited.,None,None,1
Southeast Financial Federal Credit Union <security@southeastfinancial.com>,[SPAM] Participate to our Survey and get 100$ to your account,None,None,1
eBay <message@ebay.com>,Question from cme_radio_merchant,None,None,1
Western Union <rewards@westernunion.com>,Thank you for using westernunion,None,None,1
Paypal <service@paypal.com>,PayPal Account� Posible Fraud - Notification,None,None,1
Paypal Security Center <info@paypal.com>,You have paid video-world.com 69.99 USD,None,None,1
National City <service.refcm62239877411031.cm@nationalcity.com>,Official Information! (mess_id: CO3744994D),None,None,1
Servicio Tecnico <ayuda@openbank.es>,Urgentemente! La carta importante para el cliente del Open Bank Santander!,None,None,1
Bank of America <servicecenter@bankofamerica.us>,Bank of America alert: Sign-in to Online Banking locked,None,None,1
PayPal <service@paypal.com>,Account Review Department,None,None,1
Bank Of America <onlinebanking@email-bankofamerica.com>,Online Banking Profile Update Required,None,None,1
Regions Bank <clientdepmnt.refEG6872383502Q.cm@regions.com>,Online banking form! (message id: h37937320696i),None,None,1
"""service@paypal.com"" <service@paypal.com>",Limited Account Access Appeal Denied,None,None,1
Western Union <rewards@westernunion.com>,Thank you for using westernunion!,None,None,1
PayPal Credit Union <UpdateSupport1@PayPall.com>,IMPORTANT PayPal Credit Union Account Verification,None,None,1
National City <cservice.refer668235480058.cm@nationalcity.com>,National City: Confirm Your Online Banking Records! (message id: eq1812650),None,None,1
Controllare l'aggiornamento <controllare_l'aggiornamento@POSTE.it>,POSTE: Controllare ed aggiornare il vostro cliente di POSTE,None,None,1
Capital One Bank <onlineservice@ws.com>,Capital One Bank Notification - Please Read - ID: COB495886838,None,None,1
"""service@paypal.com"" <service@paypal.com>",Please restore your account access,None,None,1
Regions Bank <corporateservice.refYW964140580214.cm@regions.com>,Notification! (message id: R720540076M),None,None,1
"""service@paypal.com"" <service@paypal.com>",Please restore your account access,None,None,1
PayPal <service@paypal.com>,Account Review Department,None,None,1
"""servizio@poste.it"" <servizio@poste.it>",Dear paypal customer!,None,None,1
eBay <message@ebay.com>,Question from focusonthenow,None,None,1
PayPal <service@paypal.com>,Account Review Department,None,None,1
"""service@paypal.com"" <service@paypal.com>",Dear paypal customer!,None,None,1
Regions Bank <clientdepmnt.refa4805978.cm@regions.com>,customer notification: details confirmation! (message id: k647535902w),None,None,1
"""eBay PowerSellers.Inc"" <eBay@poseller.com>",Congratulations!You're a PowerSeller.Get your PowerSeller benefits now !!!,None,None,1
PayPal <service@paypal.com>,Account Review Department,None,None,1
National City <service.refZN112498474266UV.cm@nationalcity.com>,National City corporate customer cervice: alert - online form released! (message id: uz1108540959),None,None,1
"""service@paypal.com"" <service@paypal.com>",Limited Account Access Appeal Denied,None,None,1
Virginia Credit Union <secures@vacu.org>,Reactivate Your Account,None,None,1
administration@ncua.gov,None,None,None,1
Paypal <mail@support.com>,Notification from Billing Department,None,None,1
Western Union <rewards@westernunion.com>,Thank you for using westernunion!,None,None,1
eBay <aw-confirm@ebay.com>,eBay Unpaid Item Mutual Agreement for Item #2070651641 - Response Required,None,None,1
PayPal <service@paypal.com>,Account Review Department,None,None,1
Bidding has ended <bidding@ebay.com>,You Are the Current High Bidder!,None,None,1
eBay offers <offers@ebay.com>,"eBay Offers sent you this eBay item - 1995 Toyota : Supra US $8,000.00 ",None,None,1
"Ebay <""eBay PowerSellers <eBay@poseller.com>>"">",eBay Unpaid Item Mutual Agreement for Item #2070651641 - Response Required,None,None,1
National City <clientservice.refV5972122L.cm@nationalcity.com>,please confirm your data! (message id: QC829044794036B),None,None,1
Paypal <Paypal@paypal.com>,Regular Maintenance - Review Your Account Details,None,None,1
National City <corporateservice.refXF15540307305151.cm@nationalcity.com>,National City: data confirmation! (message id: CA457063734M),None,None,1
"""eBay Inc."" <messages@ebay.com>",Question about Item -- Respond Now ,None,None,1
The Regions Bank US Commercial '2007 <security_refnum-951jec@regions.com>,Important Banking Service Message From Regions Bank	Treasury Management,"{'2007': 1, 'apologize': 1, 'arranged': 1, 'bank': 3, 'banking': 2, 'begin': 1, 'cash': 1, 'caused': 1, 'cfm': 1, 'cmserver': 1, 'com': 1, 'commercial': 3, 'cooperation': 1, 'copyright': 1, 'corp': 1, 'dear': 1, 'details': 1, 'directives': 1, 'does': 1, 'doing': 1, 'email': 1, 'financial': 1, 'followed': 1, 'following': 1, 'http': 1, 'ibsregions': 1, 'ignore': 1, 'image': 1, 'interact': 1, 'internet': 1, 'link': 1, 'management': 3, 'member': 2, 'members': 1, 'portal15xhev': 1, 'procedure': 1, 'regions': 6, 'reserved': 1, 'rights': 1, 'sent': 1, 'subdivision': 1, 'support': 1, 'thankful': 1, 'treasury': 2, 'troubles': 1, 'update': 2, 'usa': 3, 'user': 1, 'verification': 1, 'verify': 1}",None,1
eBay <members@ebay.com>,Question For eBay member,None,None,1
GRUPO BANCO POPULAR <info@bancopopular.es>,�arta urgente para los clientes de Banco Popular,None,None,1
National City <clientservice.refWO37388824225UQ.cm@nationalcity.com>,National City corporate customer cervice: alert - online client form released!,None,None,1
MCT Federal Credit Union <supporte@mctfcu.org>,Get $50 Survey!!!,"{'00': 1, '2006': 1, '2007': 1, '50': 1, 'accept50': 1, 'account': 1, 'address': 1, 'aflvelar': 1, 'anonymous': 1, 'ask': 1, 'asks': 1, 'bar': 1, 'changes': 1, 'click': 1, 'collected': 1, 'continue': 1, 'copy': 1, 'copyright': 1, 'credit': 3, 'customer': 1, 'database': 1, 'days': 1, 'dear': 1, 'decide': 1, 'direct': 1, 'expand': 1, 'explorer': 1, 'federal': 2, 'handed': 1, 'html': 1, 'http': 1, 'improve': 1, 'index': 1, 'information': 2, 'just': 1, 'kindly': 2, 'link': 1, 'maximum': 1, 'mct': 2, 'minutes': 1, 'nationwide': 1, 'non': 1, 'number': 1, 'offer': 1, 'online': 1, 'party': 1, 'postur': 1, 'process': 1, 'provide': 1, 'quick': 1, 'reserved': 1, 'results': 1, 'return': 1, 'rights': 1, 'secure': 1, 'sensitive': 1, 'services': 1, 'spare': 1, 'stored': 1, 'survery': 1, 'survey': 2, 'taking': 1, 'time': 2, 'union': 2, 'unique': 1}",None,1
Regions bank <corporateservice.refX59883990.cm@regions.com>,Important notification from Regions Bank! (mess_id: j85259310bo),None,None,1
National City <corporateservice.refX6495628031.cm@nationalcity.com>,National City Corporate Customer Service: Please Confirm Your Details! (message id: h871163056230e),None,None,1
Paypal <accounts@administration.com>,Notification from Billing Department,None,None,1
Paypal <accounts@administration.com>,Notification from Billing Department,None,None,1
Poste <info@poste.it>,Comunicazione nr. 66472 del 23 Maggio 2007 - Leggere con	attenzione!,None,None,1
eBay Bot Lister <support@ebay.com>,Fraudulent listing detected! Need to revise.,None,None,1
Paypal <accounts@administration.com>,Notification from Billing Department,None,None,1
Paypal <accounts@administration.com>,Notification from Billing Department,None,None,1
National City <cservice.refn1198928i.cm@nationalcity.com>,National City Reminder: Please Update Your Data! (message id: 221329882),None,None,1
eBay PowerSellers! <eBay@powerseller.com>,Congratulations!You're an eBay Silver PowerSeller .Get your PowerSeller benefits now!,None,None,1
eBay <eBay-US@reply3.ebay.com>,Updated User Agreement and Privacy Policy,"{'16': 1, '2007': 3, '20283': 1, '2145': 1, '38346': 1, '40451': 2, '40453': 2, '61836': 1, '69045': 7, '705443': 7, '95125': 1, 'able': 2, 'abusing': 1, 'accept': 2, 'account': 2, 'action': 1, 'activities': 1, 'ad': 2, 'adchoice': 1, 'address': 1, 'administrative': 1, 'ads': 4, 'advertising': 1, 'agree': 1, 'agreed': 1, 'agreement': 10, 'allow': 3, 'ask': 1, 'available': 1, 'avenue': 1, 'based': 1, 'beginning': 1, 'better': 2, 'brands': 1, 'broad': 1, 'ca': 1, 'categories': 1, 'change': 1, 'changed': 1, 'changes': 9, 'choices': 1, 'click3': 7, 'close': 1, 'collect': 2, 'com': 9, 'combat': 1, 'combating': 1, 'comments': 1, 'community': 2, 'companies': 2, 'complete': 1, 'consistent': 1, 'content': 2, 'cooperating': 1, 'copyright': 1, 'corporate': 1, 'counsel': 1, 'cover': 1, 'criminals': 1, 'current': 1, 'customer': 2, 'customize': 1, 'customizing': 1, 'dear': 1, 'designated': 1, 'disclosures': 1, 'dispute': 1, 'documents': 1, 'don': 1, 'ebay': 35, 'effect': 1, 'effective': 1, 'efforts': 1, 'email': 1, 'enforcement': 1, 'enhancements': 1, 'evolving': 1, 'example': 2, 'experience': 2, 'fake': 1, 'family': 1, 'forward': 1, 'fraud': 2, 'fraudsters': 1, 'global': 1, 'hamilton': 1, 'heard': 1, 'help': 3, 'hope': 1, 'http': 7, 'identify': 1, 'immediately': 1, 'included': 1, 'increasing': 1, 'increasingly': 1, 'information': 5, 'instructions': 1, 'involved': 1, 'jose': 1, 'july': 2, 'just': 1, 'know': 2, 'law': 1, 'learn': 2, 'legal': 1, 'let': 1, 'lets': 1, 'license': 1, 'like': 1, 'links': 1, 'll': 9, 'located': 1, 'logo': 1, 'look': 1, 'lot': 1, 'mails': 1, 'make': 5, 'making': 1, 'malicious': 1, 'mean': 1, 'meet': 1, 'members': 1, 'message': 3, 'messages': 1, 'multiple': 1, 'named': 1, 'naturally': 1, 'need': 1, 'needs': 1, 'new': 8, 'notice': 3, 'old': 1, 'options': 1, 'originally': 1, 'originated': 1, 'outlined': 1, 'outlines': 1, 'owners': 1, 'pages': 1, 'partners': 1, 'periodically': 1, 'place': 1, 'places': 1, 'platform': 1, 'policies': 1, 'policy': 9, 'practices': 1, 'preference': 1, 'preferences': 2, 'privacy': 9, 'program': 2, 'programs': 4, 'projects': 1, 'property': 1, 'protect': 1, 'provide': 1, 'provided': 1, 'putting': 1, 'question': 1, 'questions': 2, 'refer': 1, 'reflect': 1, 'registered': 2, 'registering': 1, 'relevant': 1, 'reserved': 1, 'resolution': 1, 'respect': 1, 'respective': 1, 'respond': 1, 'right': 1, 'rights': 1, 'rolling': 1, 'rules': 1, 'safety': 1, 'san': 1, 'scott': 1, 'seamless': 1, 'sections': 1, 'send': 1, 'sent': 2, 'serve': 1, 'served': 2, 'services': 6, 'set': 1, 'shipman': 1, 'sign': 1, 'sincerely': 1, 'site': 4, 'sites': 3, 'sophisticated': 1, 'spam': 1, 'span': 1, 'spoof': 1, 'steps': 1, 'streamlining': 2, 'subscribed': 1, 'substantive': 1, 'successful': 1, 'support': 2, 'sure': 2, 'systems': 1, 'takes': 1, 'team': 1, 'tell': 1, 'thank': 1, 'time': 1, 'trademarks': 2, 'transaction': 1, 'transactions': 1, 'transparent': 1, 'updated': 1, 'use': 3, 'useful': 1, 'user': 14, 'users': 2, 'using': 2, 'variety': 1, 've': 6, 'visit': 1, 'want': 1, 'way': 2, 'ways': 1, 'web': 1, 'wish': 1, 'work': 1, 'working': 1, 'writing': 1, 'www': 1}",None,1
Regions Bank <customerservice.refj30238656791ry.cm@regions.com>,customer notice: data confirmation!,None,None,1
"""service@paypal.com  "" <service@paypall.com>",Please Restore Your Account Access,None,None,1
"""paypal_service@2383.com"" <paypal_service@2383.com>",Dear Paypal Member,None,None,1
BancoPoste <accounts@poste.it>,Il tuo conto di postebanking sara chiuso oggi,None,None,1
Bank Of America <customer@email-bankofamerica.com>,Online Banking Profile Update Required.,None,None,1
National City <cservice.refF70636044528109.cm@nationalcity.com>,Customer notice: your National City account! (message id: lb7907521955r),None,None,1
"""Del Norte Credit Union""",New security system Del Norte Credit Union !,None,None,1
"""eBay Inc."" <messages@ebay.com>",Question from focusonthenow,None,None,1
"""info@poste.it"" <info@poste.it>",Notizia,None,None,1
Regions bank <clientcare.refpj02239803851289.cm@regions.com>,Regions Bank: account secure confirmation! (message id: m0491402bl),None,None,1
eBay <messages@ebay.com>,Question about Item -- Respond Now ,None,None,1
